contents,sentiment,votes,againsts
人生没有捷径，望二楼用心思考。做了坏事哪怕这次没被抓住，也会提心吊胆影响生活，看看老婆孩子，看看年迈的父母，钱不是越多越好，够用就好。用生命或人生去换太不值得了。,0.9999992521699613,0,0
还不是一帮粉红媒体害的，今年这是第几起了？不查资料的话公众能记得哪一起？估计除了刚发生的，大家还能记得的就是 发生在美国的 那一次。过一个月，刚发生的也会忘记，记得的还是美国那一次。当初发生在美国的中国女学生遇害，被国内媒体大肆报道，将美国说成人间地狱，就是没人告诉大家，全世界都一样，危险无处不在，国内并不绝对安全 。甚至反而通过各种手段宣传国内如何安全，让很多无辜女子放松警惕。,0.999999250536653,2,0
有时在想，是不是女性的潜意识都有一种浪漫情怀，在蜿蜒的小路上，吹着凉爽的风，憧憬着白马王子的出现 殊不知，真的很危险,0.9999988125112934,0,0
真的该死，浙大毕业留学归来，正处奋斗的年纪，就这么走了，诛这个禽兽的九族都不解恨。自古以来中国就是世界的璀璨文明，我想这与古代的诛九族一类的严重刑罚是有密不可分的联系的。,0.9999985611840806,0,0
女儿这么优秀，父亲怎么能受得了啊。人间悲剧啊。小女孩从小要学会远离危险，增强自我保护意识。,0.9999977277395617,1,0
确实，惋惜的同时也确实要反思，既然像这种歹徒抓不完，那就学会防范，我也经常看到女的单独一人，走人烟稀少的地方，好像根本无所畏惧，我一男的一个人走着都得看看四周，并不是歧视性别，而是男女确实存在着体质差异,0.9999971453252651,0,0
痛心疾首，外面的世界很精彩，也很无奈。处于这么好的时代，女孩子随时还是要有自我保护的意识和措施。非常同情这位父亲。,0.9999965520543047,1,0
东部沿海从南到北我都走过，治安确实比西部要好很多很多，即使有犯罪的也确实外地人居多。文明是与好的文化传统和良好经济发展成正比的！,0.999995362246184,1,0
二三十年前广州龙洞一高校女生毕业了准备第二天回家，她送一同学去附近车站坐车，回校途中失踪，几天后一场大雨才把她的头发冲出泥土被人发现，是被奸杀后掩埋在路边泥土里的。学校有近路去车站但必须经过一片茂密的树林，因为已经放假所以走的人很少。这担案至今未破。女孩子出门真的要处处留心，不要给坏人可乘之机。,0.9999950087256524,0,0
学业有成归来，正直最好年华，本该有段美好岁月，却缺遭歹人暗害，真是凄凄惨惨戚戚,0.9999928699219479,2,0
或许或许不是。对社会的贡献高。不代表，这就能践踏人格。杀人偿命没啥好说的。而践踏人格，背后引发的事情非常可怕！渣子和精英永远是相对而言的，,0.9999902429657596,4,0
加强社会治安，加强法制教育，加强妇女儿童保护意识，加强巡查力度，让那些不法分子，惯犯，逃犯，有预谋犯罪的人，感受到社会和法律的威严，让人民群众获得更多的安全感。愿逝者安息！,0.999989810628776,0,0
现在的社会怎么了？人性丧失，道德败坏！改革让生活变好了，让坏人更多了。,0.9999773145576769,0,0
中国人确实没脑子，特别许多女大学生想青春不留遗憾做些特立独行的事，一个人爬山旅游远途步行啥的，就是任何你熟悉的地方，只要有树木灌木挡着的没啥人的，都有可能有人躲着，这点常识没有吗？就是闹市区有人不到的公园某个地方都危险，网上说啥安全你就信了？,0.999975952692123,293,0
现在这个社会，任何年轻漂亮女性如果相信社会阳光无处不在，路不拾遗什么的，那一定是她还没长大。,0.9999728301603504,1,0
这和种族歧视没有差别了，歧视下成长的孩子，从小耳濡目染，长大心理出问题，再加上贫困，更容易走上犯罪，这到底是自身的恶，还是大众的恶,0.9999693959883474,0,0
现在的女孩子 在学校首先接受的教育就是 社会处处Z能量 基本没坏人 其次就是 有男生天天宠着捧着 压根想不到有人会去害她们 结果去了社会思维变不过来，看到坏人第一反应不是逃跑 反倒觉得我这么漂亮 你敢碰我吗？我天天被人宠着 你敢动我？ 这种奇葩思维了...根本不知道危险了..对于女孩子 一定的危险教育是非常必要的！,0.9999595602612591,0,0
这么快就破获了，鼓掌鼓掌，可惜了那么个正当年华的女孩子了，才刚刚步入社会,0.9999571523931657,0,0
北美地区对待强奸犯和儿童犯罪人员都是戴脚环定位限制生活区的,0.9999569631897043,0,0
劫色劫财，干嘛要别人的命，天网这么强大，做恶想逃避的概率几乎为零，要别人的命就是自己要自己的命，可怜的女孩，天堂没恶魔。罪过罪过。,0.9999442767800539,0,0
你喜欢大清例律就自己去亚力沙法的国家，中亚有很多这样的国家，不要拉全国人民下水。我还是喜欢现代的刑法,0.9999423654437606,0,0
该犯己抓，判死刑，剥夺政治权力终生没收其一切财产，其犯人人体器官能用尽用，送医作教学用，无需枪决。,0.9999392220722064,1,0
男人和女人在危机意识上，确实有很大差别，也许女性天性浪漫吧,0.9999310561715363,0,0
放宽灰色地带，把低价性服务放松至可控范围。现在打工的单身男性尤其是小年轻工资不高，但是这方面的需求还是有的。年轻人容易脑子发热铸成打错。所以我认为适当放宽至可控范围也是可以考虑的一种。这个比较考验管理者的智慧。,0.9999291545920396,14,0
谭同学，你以为你还在英国？你回到的可是世界上最安全的国家，比瑞士还安全的国家。,0.9999139014800448,0,0
沿海城市的发展还不是在牺牲中西部百姓的利益前提下进行的，整体的教育和生活水平上去了才能改变基本社会状况。你说的严管治标不治本，只要流动人口多，盲流多，这社会治安就只能这样下去。,0.9999071873530555,1,0
父母养育这个孩子多不容易，就这样被这些畜牲夺去了生命，一粒子弹怎么能解恨？,0.9998685422586422,1,0
我很多朋友广西的 他们自己都防备着自己老乡 不要说外人攻击了  尤其是文化层次稍低一点点他们往往更加感性多情易焦虑背后就是易怒易冲动  曾经我租房对面是烧烤摊  一伙固定的恭喜人隔三差五去喝酒烧烤每次吵架摔酒瓶下次来却还是同一拨人。无法理解,0.9998498678680807,0,0
我很多朋友广西的 他们自己都防备着自己老乡 不要说外人攻击了  尤其是文化层次稍低一点点他们往往更加感性多情易焦虑背后就是易怒易冲动  曾经我租房对面是烧烤摊  一伙固定的广西人隔三差五去喝酒烧烤每次吵架摔酒瓶下次来却还是同一拨人。无法理解,0.9998498678680807,2,0
杭州在景区女孩子被强奸应该发生很多起了吧？因为那些地方虽然偏僻，但公共建设都不错，环境好，像龙井山，杨公堤等附近地方，好多人都喜欢去散步，一个人去确实也挺危险的,0.9998026819489635,2,0
信不信这个女孩子是一个温柔善良乐于助人学习优秀等等的好孩子？肯定会有这么一篇报道的！,0.9997775014281997,0,0
哈哈，我也有前科，我也是经济方面的。。有前科不代表这个人一无是处。。如果有暴力犯罪的前科可以限制他们自由，其他类型的犯罪不用。。。,0.999758283355254,0,0
真的……无脑喷一波 就很气 无论如何，浙大毕业，英国留学，将来对社会的贡献自不必多说。嫌疑人是个什么鬼呢【滑稽】,0.9997455335509395,0,0
关键是新闻以及周边的人一直说社会很安全很美好，对于涉世未深的人来说，很容易误导的。我经常说这个社会不像表面看上去的好，但是经常被人兑,0.9997120567030313,1,0
脑残，现在是法制社会！没有违法你就不能限制别人的自由！法律就是要坏人害怕使好人安全！好与坏你不能靠想象来判断,0.999694212208353,9,0
犯罪的人都是图一时之快，过后也会后悔，主要是对法律没有敬畏感，或者根本就不懂法，如今这个年代，我们只追求物质，普法宣传太少了，如果能大幅度提升普法教育，这种悲剧就不会这么频繁发生了。,0.9996563441664976,2,0
逻辑混乱？哪里看出来的？你没理解能力，还是我写的不够清晰？这里争论的不是案子本身了，而是犯罪者的尊严。犯罪者也是个群体。,0.9996475219445248,1,0
每个女儿都是爸爸的小情人儿，这位父亲肯定心碎了…,0.9996163800684177,0,0
我也觉得一楼想法很好，可以在补充一些，比如把他们集中起来建集中营，集中营里再分各种产品制造加工 这些人有不要开工资，也没有休息，更不需要福利。这样的集中营公司和外国的企业就很有竞争力，用低价策略，可以一举击垮外国所有大企业，让外国企业破产，然后可以独霸全球。这个想法好不好。,0.9995991238883533,3,0
痛心，父母辛辛苦苦几十年培养出来的一个人就这样让人渣不到几小时就给毁掉了！人生真的如梦幻泡影！,0.9995755235030701,0,0
玩过英雄联盟王者荣耀都知道，草丛随时都可能有人。,0.9995124687404419,0,0
浙江人知识修养和财富加权应该是全国最高的吧。<br>广东那边好多有钱了，后代都不怎么读书。<br>浙江越有钱越重视子女教育。,0.9995114890012319,0,0
很是痛心，这样只会加强对立，适得其反，树立自我安全意识，规避风险。杀人者法律惩罚，逝者已矣，安息,0.99950013239186,1,0
哎，花样年华命不该绝啊，阎王大人可否网开一面？,0.9994882335315197,0,0
失联两个字有毒！这么优秀的女孩！心痛的无法呼吸！愿在天堂安好！,0.999477584423259,0,0
培养一个优秀的孩子多不容易，父母要多心痛,0.9994555925528055,0,0
又，一个，世，独，家庭。独，声，子，女，郑策，海了，亿，完，家庭。,0.999454261429561,0,0
好歹抓住了疑犯也算对家属有个交代。记得北京十年前有两个刚高考完的女孩去八大处玩结果遇害，到现在凶手也没抓着，估计永远抓不着了。,0.9994440697711537,2,0
你怎么知道这种事在美国的概率比中国多？你怎么确定中国很安全？看过NHK的中国光棍村纪录片吗？我在想解决中国男多女少性暴力犯罪大增的办法。你纯粹在扛，扛精一般见少识窄,0.9994319868332219,0,0
[狗]其实趁年轻卖卖菊花也是可以骚年[狗]不过你得身材和样貌都不错的[窃笑],0.9994002062126983,1,0
西南很多地区的留守儿童上初中以后就不想再读书了，混到初中毕业后就去广东的花花世界边玩边打工赚钱，实际的结局是在工厂染上职业病，或者因为工伤断手瞎眼的每年不计其数，最终拿着老板赔的一点点钱回到老家等死，这个人数多到惊人。另一条路就不用说了。,0.9993535540110379,11,0
我不知道性压抑对男人来讲是什么感觉。我猜犯罪当下那一刻，他的大脑是无法思考了,0.9992848512787835,0,1
这种事情 法律还有撒用，人都没了。最高级的法律能有复活功能么？,0.9992784119318017,0,0
可怜她父母，把她从小培养，能上浙大，那可不是一般的成绩可以上得了的。不管是强奸还是抢劫，杀人的应该凌迟……,0.9992703691182694,4,0
可能是无知者无畏吧。像我，那时对未知世界特好奇，别的游客往大路走，我却往小路逛。你是不知道，当时甚至有了随便哪里蹲一晚天亮再说的念头。最后一步女孩子们别学我，也是昏了头，看见一辆出租车停下就上了，也是人小胆大。,0.9991222098196026,500,0
一个省几千万人，有一些败类很正常。只能说年轻女孩太天真，失去了防范之心，把这世界看的太美好。警钟长鸣啊,0.9991104179481157,0,0
不教育未深入接触过社会的学生以安全、自保知识，而灌以粉饰太平，目的何在？,0.9990505770501593,1,0
这么好的一个女孩的生命终结了。太可悲！<br>对罪犯应该更加严厉打击！也请年轻人，特别是女孩子一定注意自身安全，最好别单独行动。,0.9990291778394924,0,0
我打工的，我羡慕他这样的生活方式。,0.9990067718586919,0,0
所以你暴露出有前科的人易怒，从你字里行间流露出你今后的发展方向——只想一夜暴富！<br>打工怎么啦？哪个有钱人不是一步一步走过来的？<br>年轻人，脚踏实地才行啊……,0.998989998622119,13,0
一个没有人性的高级动物能有好！低级动物对高级动物的忠诚是没有变的它们没有失去本性忠诚[不屑][不屑][不屑][暴怒],0.9989044416789941,1,0
为杭州警方的神速破案点赞👍！为姑娘的离去感动痛心！逝者安息吧！,0.9988243971344526,2,0
我认为应该对广西人实行株连制度，广西人杀一人就让一千个广西人给死者陪葬！,0.9987976803056157,4,0
人格平等？什么是人格？你读过几天书？本科毕业了？文盲！,0.9987868596765994,0,0
佩戴电子手环或者是脚环，那样比较私密又不失管控！,0.9987761348925966,4,0
是啊，孩子比父母自己的命还重要啊！让父母怎么接受？,0.9987501031400754,0,0
文化落后，南方除江浙沪好一点，整体文化不行，以原始暴力为荣。,0.9986358241578653,24,0
因为现在法律宽松，杀了人根本不偿命，所以坏蛋越来越多。,0.9985939657964658,3,0
把犯罪说得如此正义凌然加原则分明，真正是脑回路与众不同。恬不知耻来形容不知你会觉得当之无愧。,0.9985912424746759,11,0
这不是个别现象，是社会问题！贫富差距，教育程度，有的或许是父不慈母不善戾气重造成的！总之，受害者家庭太难了！,0.9985676750986868,0,0
（好人好事越多越好）当务之急融资和再融资的大小限减持套现，上市公司有优先权，按净资产价格回购注销，有效防止利益输送，经营好共同受益（尽快开征股指期货印花税，取消股票红利税）基金只有盈利才收管理费，真正为投资者服务！,0.9984985570585823,0,0
还记得卖百香果的女孩吗？被同村男子奸杀！还有很多广西人，因为点小事，杀死邻居的，太多了，,0.9984073817410856,14,0
作孽啊，怎么年轻的美好生命，还是高材生难以想象女孩的父母是什么心情。,0.9983777346679582,1,0
女孩子真的要学会自我保护。天下并非都是好人。,0.9983722302258118,0,0
从来没有看到过这么猖狂的，有前科还出言不逊，也难怪有前科，真是智商低，不知道打工的快乐。你这种制造痛苦的人真是危险分子,0.99835496252434,3,0
杭州灵隐寺以前我也一直独自去拜佛祈福，以前还是很安全的。但是中国男多女少，加上不少穷人娶不到老婆，又没有合法的性服务行业，女性会越来越不安全,0.9982939768933253,4,0
太可惜了！一路走好。愿她的父母节哀。,0.9982799640164843,1,0
云南人没文化 近视与原始人类,0.9982637178056211,0,0
是什么样的环境造就了这样的杀人恶魔,0.9982117465493312,0,0
希望这种事少发生不发生，但怎么可能不发生，看看这外面花花世界，富人和平民对比，就有了这些失去理智的魔鬼，害人害己值得这社会反思……,0.9981920898906574,1,0
我们珠三角一带，广西阿姨做保姆或者钟点工的比较多，工作态度还可以吧。他们的孩子也来珠三角工作，部分年轻人吃不得苦，三天打鱼两天晒网的，经常换工作，有时一年半载的窝在家里看电视打游戏呢……,0.9981354852161658,1,0
还不如30年前，那时候我们还敢自己走路去上小学，现在孩子在眼前消失一分钟都怕人贩子拐跑。,0.9979616225724426,4,0
时代造就出了特别多的、不同的人生和事物,0.9979027259320362,0,0
嘲笑印度强奸大国，滚动播报美国枪击大案，,0.9977637583700099,0,0
杀谁？你怎么样？好人坏人？没犯事以前，谁也难说是好人还是坏人，法律保护不了个体的，总是事前威慑，事后惩处，但事情发生了，对个体来讲，已经晚了,0.9977129618968332,0,0
每个公民赋有自由迁移的权利，呆比,0.997692390542702,6,0
青春已逝，严惩凶手。,0.9976577063193105,0,0
杀人的人估计都学历不高，没有受到过良好的教育，不会简单的分析孰轻孰重！为了一时之快断送了自己也害了别人！就是打工半月去会所找个模特和搭上命，算不明白？,0.9976416586188803,0,0
很可能又多了一个失独家庭了 叹息！,0.9976343078808915,0,0
贫富差距越来越大了，穷人性压力越来越大了，万岁，卖房,0.9976213368475488,0,0
现在每个公园，景区，长期都有那些跑路的，离家出走的流浪汉，我一大男人经常跑步都能感受到那鬼鬼祟祟的黑影，单身女人千万不要在那些地方随便流连，很多犯罪都是随机的，这些命案更加可怕,0.997558565365439,4417,1
如果家乡活的很好，何必流浪？,0.9975513332176866,9,0
花一样年纪的女孩可惜可叹，不想骂但真想说那些地方出来的怎么变态的那么多，可能真是文明程度不一样尽出些没进化好的畜生。,0.9974238814701191,0,0
天妒红颜，姑娘一路走好🙏,0.9974205117060041,1,0
对坏人的纵容就是对善良守法人的犯罪,0.9973976972762599,0,0
二楼胡搅蛮缠的毫无逻辑，事实是嫌犯无缘无故杀害学成回国的女留学生，他在犯罪时和你一样的思维逻辑，在实施野蛮杀人行为时，把基本人格丢弃到一边践踏。等到罪行被发现被抓获时，跑出来扯平等的人格。你是不是还要说不该剥夺杀人犯平等享有的自由权生命权政治权？,0.9973553637516422,0,0
没错，参照国外有前科的戴电子追踪环,0.9973208974552976,0,0
儒家思想给后人改烂了，汉朝开疆扩土就儒家治国才打的游牧民族连狗都不如。,0.9972789756387601,3,0
儒家思想给后人改烂了，汉朝开疆扩土就儒家治国才打的游牧民族连狗都不如。,0.9972789756387601,3,0
哈哈哈恭喜家长了，警察叔叔抓到坏人棒棒哒,0.9972523654588352,1,0
可怜的孩子，望天堂没有谋杀，一路走好！,0.9972103884076693,1,0
主要现在扫黄 扫没了 没女朋友的人太多了 又没地方释放出来 一时精虫上脑 冒险走向犯罪的路上,0.9971627897074585,1,0
那是因为瑞典荷兰的人渣都跑到发达地区去了。,0.9971452717832501,7,0
星期五下午我和邻居在公园走路，感觉有一个中年男人在我们后面有点奇怪，我拉着邻居快走几步，离哪个人远一点比较好,0.9971052193692425,0,0
想起自己17年去印尼出差，周末一个人去巴厘岛，租了车和司机在巴厘岛从南到北，再从北到南玩了个遍，在中部山上路过一个有瀑布的标志，一个人去找瀑布，也是深山老林了，基本上没什么人，偶尔才会遇到一两个登山的白人，后来遇到几个印尼学生，跟她们组队一起，寻了瀑布回来途中眼见要下暴雨，我上车没多久暴雨就来了，当时想着要是自己一个人还在山里，真是悲剧啊…后来到了北部搭船出海去看海豚，跟几个印尼人一起，最后当然顺利归来，只是想想有些后怕，这趟旅程有很多个环节只要遇到坏人我就必死无疑，只是运气好罢了。以后再也不敢了。更何况当时肚子里还怀着我儿子[狗]还好没事，感谢老天爷庇佑！,0.9969283652580055,0,0
这个效率可以，赞一个，严惩凶手。现在的家庭都是独生子女，培养一个浙大的孩子多不容易，就这样被人残害了。,0.9969123514526314,0,0
其实浙南地区贫穷的不在少数，但浙江富人确实很多，但不代表没穷人，穷人也多了去了。,0.996836027830579,0,0
杭州因为后面要举办一系列赛事，把红灯区都扫光了，这类案件必会发生。,0.996772233274199,2,0
东北人又去祸害浙江了，有罪啊，多多向广西人学习一下好不好,0.9967137977618354,0,0
唉，一声叹息，父母这辈怎么活啊[不屑],0.9967010670438422,1,0
很好奇谋杀案的破案率，如果犯案必死，这犯罪概率是不是高了点。,0.9966432044565178,1,0
这种管理不错，纳粹德国有很多可取之处。,0.9966294376806943,2,1
等于也要了这孩子父母的命，这畜牲下辈子做牛做马都太便宜他了,0.9965785940550075,0,0
"说来听听,怪不得有那么些赞的",0.9965756942432854,1,0
假的吧？网易自媒体不是一直在推送我国是世界上最安全的国家，没有之一的吗？,0.9963920203950118,1,0
社会很乱，强奸、诈骗、盗窃、抢劫形形色色的犯罪层出不穷！,0.9963412736268071,1,0
没有外地人，沿海真的发展不起来，你们哪来的底气？时局动荡之时你们只能往中西部跑，沿海城市要么投降要么被摧毁，不相信你们会打巷战[狗],0.9963279158605145,1,2
一个精英被一个人渣给杀了。社会的失败，更多的是对至亲的毁灭性打击。,0.9962770786596705,0,0
难道又是为了那几分钟爽而断送了姑娘奋斗几十年前景一片美好的未来,0.9962093934585105,1,0
如若有心，统计一下今年的杀人新闻，广西独占鳌头。,0.9960780844046434,13,0
可怜的孩子和悲痛的家人，让人怎么活。这种凶手怎么惩罚才解恨？,0.9960516587108208,2,0
你说全世界最安全的国家是哪？中国多大多少人？美国，俄罗斯，多少人？犯罪率多少？,0.9958429806015943,0,0
就业率是不稳定因素的源头，大力发展农业，安民于田,0.9957988377211647,11,0
君子爱财取之有道，为钱犯罪有很多种，比如自己的钱被人坑骗后要回钱实施的行动过度而造成犯罪，还有就是抢劫，还有诈骗，这要看对社会的危害和大家对犯罪本身的判别是痛恨还是有情可原。,0.9954508089764144,1,0
经济发达治安良好的的浙江，吸引了人才，也不可避免带来了人渣。,0.9952301784020611,1,0
可惜可惜啊！花季少女遭残害！严惩凶手！,0.9952097161329002,0,0
上次那个女的公园夜跑是哪里人做的？这么快就有人选择性失忆了,0.9952066572383432,1,0
它挺机八有优越感的哈，古代就是个奴才,0.9951420096647228,1,0
如果说众生平等，那么谁给的这个人渣剥夺他人生命的权利了？还就事论事？我确实理解不了你的想法，勉强看懂你字面上的大体意思,0.9950863652688414,0,0
哥，你先把汉字汉语学好了再说别的吧,0.9947335195983896,0,0
哥，你先把汉字汉语学好了再说别的吧,0.9947335195983896,1,0
笨蛋，在里面没让人捅死你的屁股？你还成了好人了？你以为你不会伤及无辜，对于被抢劫对象来说，他知道你是个什么东西吗？不会打工只会抢劫吧，就应该把你禁锢在你们村，永远不许出来才好,0.994727394194675,0,0
